iter	MAE
455	0.1397308649
456	0.1396676028
457	0.138991179
458	0.1388875462
459	0.1387914949
460	0.1380830432
461	0.1370730153
462	0.1365082218
463	0.1356091971
464	0.1353709051
465	0.1352041804
466	0.1347912947
467	0.1344172702
468	0.1337234948
469	0.1333432817
470	0.1332552114
471	0.133049199
472	0.1328458638
473	0.1327516704
474	0.1325395912
475	0.1324592588
476	0.1323675152
477	0.1321601257
478	0.1314007858
479	0.1313351748
480	0.1307579242
481	0.1305491781
482	0.1304330223
483	0.1296535764
484	0.129543757
485	0.1294492313
486	0.1292730268
487	0.1288637759
488	0.1288297723
489	0.128146812
490	0.1279736346
491	0.1278129425
492	0.1275108349
493	0.1274067755
494	0.1266827496
495	0.1262195613
496	0.1260853669
497	0.1255463873
498	0.1249871567
499	0.1247372113
500	0.1246384003
501	0.1244897365
502	0.1244214955
503	0.1243595377
504	0.1239036861
505	0.1237771985
506	0.1235374074
507	0.1234144077
508	0.1232520152
509	0.1231504566
510	0.1229998088
511	0.1228872763
512	0.1222938238
513	0.1220180403
514	0.1216418203
515	0.1215683445
516	0.1212568939
517	0.1211546101
518	0.1209331263
519	0.1208354248
520	0.1206576143
521	0.1205891502
522	0.1203704375
523	0.1200950897
524	0.1198357977
525	0.1196685376
526	0.1194374206
527	0.1188354124
528	0.1185283937
529	0.1179846018
530	0.117774699
531	0.1170555024
532	0.1164394036
533	0.1159412017
534	0.115836504
535	0.1156851462
536	0.1152991339
537	0.1152502107
538	0.1150573374
539	0.1148537933
540	0.1147073336
541	0.1146142366
542	0.1144349295
543	0.1143538241
544	0.1142745825
545	0.1142038275
546	0.1140918197
547	0.1139674922
548	0.1138648372
549	0.113738017
550	0.1132265489
551	0.1127355063
552	0.112666133
553	0.1122802564
554	0.1118967589
555	0.1113359618
556	0.1109681084
557	0.1103661051
558	0.1101310594
559	0.1096525648
560	0.1094660386
561	0.1090632403
562	0.1086909139
563	0.108345115
564	0.1079291922
565	0.1075388599
566	0.1074327159
567	0.1072570115
568	0.1069096466
569	0.1068562284
570	0.1067225899
571	0.1062761418
572	0.1059354417
573	0.1052734307
574	0.1051173381
575	0.1049769982
576	0.1048569127
577	0.1047910768
578	0.1046721679
579	0.1046092948
580	0.1044506178
581	0.1042533082
582	0.1039362087
583	0.1038126416
584	0.1036846355
585	0.1035931134
586	0.1035143784
587	0.1033314402
588	0.1032441626
589	0.1031002679
590	0.1030225311
591	0.1028653577
592	0.1026904444
593	0.102597068
594	0.1024880056
595	0.1023964866
596	0.1023213035
597	0.1021710279
598	0.1020477574
599	0.1020139645
600	0.1019244677
601	0.1017774953
602	0.1016951202
603	0.1015263769
604	0.1014186547
605	0.1013722395
606	0.1012996008
607	0.1011751848
608	0.1011357186
609	0.1010481834
610	0.1010014326
611	0.1009578379
612	0.1009284399
613	0.1008830471
614	0.1008416214
615	0.1008121279
616	0.1007161952
617	0.1006801848
618	0.1005063199
619	0.100390493
620	0.1002786479
621	0.1002329688
622	0.1001906001
623	0.1001261693
624	0.1000593058
625	0.1000104243
626	0.09982148212
627	0.09976102532
628	0.09963133184
629	0.09954848754
630	0.09931333921
631	0.0990711218
632	0.09880491511
633	0.09877102732
634	0.09856550629
635	0.09846753294
636	0.09835030171
637	0.09823906115
638	0.09808348065
639	0.09774445857
640	0.09762454179
641	0.09746900953
642	0.09739264356
643	0.09724027884
644	0.09706317765
645	0.09697853406
646	0.09689419224
647	0.09671395004
648	0.09668310707
649	0.0966311511
650	0.09658130681
651	0.09627449708
652	0.09615775739
653	0.09609342509
654	0.09600496133
655	0.09568494907
656	0.0953665668
657	0.09520637361
658	0.09507027416
659	0.09499738895
660	0.0949278872
661	0.09486647292
662	0.09479209734
663	0.09474766734
664	0.09463637099
665	0.09459204446
666	0.09453531087
667	0.09428696252
668	0.09417849208
669	0.09412196259
670	0.0938959044
671	0.09384121004
672	0.09380742968
673	0.09375968177
674	0.0936605465
675	0.09341771631
676	0.09337074167
677	0.09327237281
678	0.09304829687
679	0.09291780504
680	0.09285765278
681	0.0927641994
682	0.09272454263
683	0.09256684908
684	0.09253920862
685	0.09227627099
686	0.0919283003
687	0.09185798099
688	0.09175596129
689	0.09155448651
690	0.09147967871
691	0.09145789934
692	0.09139824551
693	0.0913454057
694	0.09130125881
695	0.09119454138
696	0.0911486863
697	0.09107076871
698	0.0910298544
699	0.09097276514
700	0.09080138822
701	0.09077300667
702	0.09070969239
703	0.09046864653
704	0.09040674714
705	0.09028289309
706	0.0902224378
707	0.09018067587
708	0.09014221941
709	0.09008132409
710	0.08997993453
711	0.08992983472
712	0.08986056405
713	0.08982287226
714	0.08959884575
715	0.08956813544
716	0.08952218187
717	0.08947112284
718	0.08930292646
719	0.08924500743
720	0.08918824401
721	0.0889628053
722	0.08889361802
723	0.08886111648
724	0.08882695181
725	0.08878997844
726	0.08875167254
727	0.08870528206
728	0.08856706466
729	0.08855737229
730	0.08853720688
731	0.08851080528
732	0.08843429296
733	0.08840100166
734	0.0883352379
735	0.0883113948
736	0.08829372845
737	0.08826718738
738	0.08816088796
739	0.08809475131
740	0.0880301628
741	0.0879820575
742	0.08796093519
743	0.08790006255
744	0.0878793621
745	0.0878600179
746	0.08783779234
747	0.08781767016
748	0.08772701113
749	0.08769812871
750	0.08767475479
751	0.0876209715
752	0.08756338272
753	0.08750887429
754	0.08748159896
755	0.0874318463
756	0.08736968588
757	0.0872876098
758	0.08726942071
759	0.08723759608
760	0.08720814747
761	0.08714450858
762	0.08699014254
763	0.08689938293
764	0.08687949536
765	0.08685944638
766	0.08681630924
767	0.08677488973
768	0.08670280275
769	0.08665350039
770	0.08662712863
771	0.08653511329
772	0.08644175364
773	0.08640329886
774	0.08638257307
775	0.08620611757
776	0.08612008621
777	0.08606370902
778	0.08585960122
779	0.08555961841
780	0.08543494711
781	0.08539890002
782	0.08537134904
783	0.085347387
784	0.08522180113
785	0.08520842628
786	0.08503156847
787	0.08499178855
788	0.08479539357
789	0.08475798026
790	0.08470689272
791	0.08464402581
792	0.08461911705
793	0.0844213856
794	0.08438177489
795	0.08436317804
796	0.08433268821
797	0.08431285545
798	0.08423343036
799	0.08418734905
800	0.08415343123
801	0.08392656577
802	0.08387865191
803	0.08385826017
804	0.08375085541
805	0.08372637426
806	0.08369774775
807	0.08368100931
808	0.08365132065
809	0.08363673279
810	0.08359563871
811	0.08356333891
812	0.08354577576
813	0.08341779593
814	0.08337054481
815	0.08313964196
816	0.08277900069
817	0.08271521385
818	0.08238255118
819	0.08236707886
820	0.08222361684
821	0.08218869285
822	0.08215923204
823	0.08214619132
824	0.08213084135
825	0.08189385159
826	0.08186191882
827	0.08182274894
828	0.08167885057
829	0.0816168101
830	0.08159847959
831	0.08157736751
832	0.08146436908
833	0.08142454395
834	0.08127983931
835	0.08125153509
836	0.08117817143
837	0.08114731995
838	0.08112826776
839	0.08107584596
840	0.08105567091
841	0.08102542397
842	0.08097457275
843	0.08095739829
844	0.08093218124
845	0.08091804226
846	0.08088324266
847	0.08087632417
848	0.08086395586
849	0.08085057774
850	0.08083738795
851	0.08073830233
852	0.08069251526
853	0.0806670417
854	0.08054876874
855	0.08053938387
856	0.08052396536
857	0.08040291358
858	0.08038907336
859	0.0803574181
860	0.08033243331
861	0.08029836156
862	0.08027879101
863	0.08026537538
864	0.08024405415
865	0.08022484495
866	0.08021532369
867	0.08020173206
868	0.08017720876
869	0.08015851989
870	0.08011730338
871	0.08009704613
872	0.08008575899
873	0.0800607051
874	0.08004445348
875	0.08001180474
876	0.07999796568
877	0.07998763827
878	0.07996667964
879	0.07995845044
880	0.07994755494
881	0.07992097605
882	0.0798852388
883	0.07987129866
884	0.07985626895
885	0.07984670375
886	0.07981058663
887	0.0797685305
888	0.07970489489
889	0.07968911248
890	0.07967311412
891	0.07965712029
892	0.0796349887
893	0.07961996975
894	0.07922878937
895	0.07920746067
896	0.0791058168
897	0.07882513533
898	0.07881387929
899	0.07879686074
900	0.0787793198
901	0.07876693801
902	0.07876186249
903	0.07875221467
904	0.07874735156
905	0.07872892925
906	0.0787114928
907	0.07870630911
908	0.0786786125
909	0.07852521316
910	0.07850178842
911	0.07840480243
912	0.07839299661
913	0.0783792791
914	0.07831440613
915	0.07830482596
916	0.07827533622
917	0.07819301624
918	0.07812510832
919	0.07810727006
920	0.07809032837
921	0.0780044506
922	0.07797176526
923	0.07795992067
924	0.07795182694
925	0.07789848557
926	0.07787886407
927	0.07779323571
928	0.07778129276
929	0.07776900378
930	0.07771177259
931	0.07769308112
932	0.0776858337
933	0.07766379419
934	0.07764792295
935	0.07756713913
936	0.07752813622
937	0.07748379532
938	0.07740959187
939	0.07739800554
940	0.07735288089
941	0.0773178773
942	0.07726059017
943	0.07718836635
944	0.07711610659
945	0.07704677388
946	0.07700431771
947	0.07700097046
948	0.07694680302
949	0.07691169462
950	0.07681052944
951	0.07677498868
952	0.0767567462
953	0.07672088288
954	0.07669785156
955	0.07666174733
956	0.0766406168
957	0.07661145687
958	0.07660094199
959	0.07656438053
960	0.07647836646
961	0.07639465943
962	0.07637567219
963	0.07636879238
964	0.0763502297
965	0.07633294837
966	0.07631679675
967	0.07630612244
968	0.07629512049
969	0.07627830711
970	0.076252339
971	0.07624395229
972	0.07616916686
973	0.07613090369
974	0.07610468787
975	0.07604729018
976	0.07602435621
977	0.07600270948
978	0.07599529852
979	0.07598001882
980	0.0759455118
981	0.07593344693
982	0.0759258236
983	0.07591447512
984	0.07588904747
985	0.07583372953
986	0.07575562909
987	0.07567228056
988	0.07565591855
989	0.07561946128
990	0.07561068552
991	0.07556206699
992	0.07554951934
993	0.07548306485
994	0.07545104605
995	0.0753673908
996	0.07535778756
997	0.07527514631
998	0.07521877159
999	0.07519060586
